1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q3,16074.00,2798.00,-1857.00,6971.00,4059.00,4103.00,16074.00,5604.00,111.00,3449.00,-1415.00,3459.00,10249.00,736.00,188.00,6087.00,442.00,0.00,813.00,851.00,0.00,1132.00,0.00,221.00,16074.00,10192.00,10833.00,-2612.00,15.00,-2.00,1958.00,6235.00,479.00,-1303.00,-170.00,75.00,120.00,837.00,1298.00,2110.00,-304.00,1474.00,0.00,233.00,139.00,0.00,18.00,0.00,0.00,0.00,310.00,0.00,919.00,-353.00
1973:Q4,24261.00,4161.00,6724.00,4293.00,4705.00,4378.00,24261.00,15623.00,145.00,4501.00,6868.00,4109.00,8184.00,778.00,146.00,3166.00,983.00,0.00,3015.00,225.00,0.00,-129.00,0.00,454.00,24261.00,5498.00,2172.00,1541.00,7.00,2.00,1776.00,22738.00,3547.00,8096.00,149.00,76.00,112.00,944.00,-51.00,1049.00,306.00,1025.00,0.00,-180.00,60.00,0.00,833.00,0.00,0.00,0.00,2629.00,0.00,4143.00,-3975.00
1974:Q1,18581.00,4904.00,2613.00,2066.00,4509.00,4489.00,18581.00,12037.00,178.00,4969.00,2970.00,3920.00,5852.00,1094.00,258.00,40.00,1669.00,0.00,1840.00,-465.00,0.00,1416.00,0.00,692.00,18581.00,10375.00,8055.00,648.00,16.00,2.00,1654.00,8564.00,-557.00,3194.00,290.00,-34.00,92.00,1060.00,3163.00,1226.00,-386.00,1265.00,187.00,489.00,79.00,0.00,92.00,0.00,0.00,0.00,-2239.00,0.00,643.00,-358.00
1974:Q2,18878.00,3194.00,-2117.00,5908.00,4633.00,7260.00,18878.00,8605.00,209.00,6542.00,-2146.00,4000.00,9814.00,2541.00,607.00,5514.00,423.00,0.00,1352.00,-1809.00,0.00,1186.00,0.00,459.00,18878.00,1164.00,96.00,-291.00,15.00,-8.00,1352.00,14276.00,3310.00,-1860.00,311.00,67.00,61.00,1167.00,726.00,1533.00,3799.00,1673.00,171.00,-64.00,-103.00,0.00,-451.00,0.00,0.00,0.00,805.00,0.00,3131.00,3438.00
1974:Q3,30543.00,7209.00,3692.00,8919.00,4169.00,6554.00,30543.00,14447.00,241.00,7125.00,3484.00,3597.00,15592.00,2301.00,578.00,7657.00,1470.00,0.00,2343.00,-703.00,0.00,1946.00,0.00,504.00,30543.00,20672.00,16747.00,2799.00,12.00,0.00,1114.00,10040.00,1161.00,-2559.00,-32.00,45.00,81.00,1201.00,836.00,3019.00,-786.00,1850.00,240.00,144.00,-117.00,0.00,67.00,0.00,0.00,0.00,730.00,0.00,4160.00,-169.00
1974:Q4,29851.00,2452.00,10676.00,4062.00,1995.00,10666.00,29851.00,18752.00,272.00,6813.00,10426.00,1241.00,10201.00,1969.00,495.00,3391.00,921.00,0.00,3669.00,-129.00,0.00,-115.00,0.00,898.00,29851.00,11941.00,8126.00,3855.00,12.00,0.00,-52.00,15942.00,962.00,8053.00,341.00,-89.00,154.00,1175.00,693.00,3115.00,112.00,926.00,159.00,186.00,-67.00,0.00,1591.00,0.00,0.00,0.00,928.00,0.00,-2297.00,1968.00
1975:Q1,38536.00,1931.00,19608.00,2302.00,2168.00,12527.00,38536.00,32409.00,303.00,11356.00,19315.00,1435.00,3945.00,244.00,49.00,-367.00,2962.00,0.00,615.00,-215.00,0.00,657.00,0.00,2182.00,38536.00,8148.00,5539.00,1892.00,-10.00,0.00,727.00,23816.00,2367.00,11149.00,-679.00,51.00,228.00,1692.00,3118.00,4462.00,-409.00,1808.00,537.00,55.00,63.00,0.00,3444.00,0.00,0.00,0.00,-125.00,0.00,-3945.00,6572.00
1975:Q2,33696.00,-3061.00,21948.00,1084.00,4081.00,9644.00,33696.00,31901.00,334.00,6732.00,21899.00,2936.00,441.00,-773.00,-200.00,-50.00,1183.00,0.00,810.00,-154.00,0.00,-375.00,0.00,1354.00,33696.00,2217.00,-1401.00,2688.00,-2.00,0.00,932.00,31106.00,1371.00,19135.00,364.00,35.00,307.00,1486.00,1982.00,3829.00,5096.00,2380.00,-215.00,166.00,-1.00,0.00,-792.00,0.00,0.00,0.00,70.00,0.00,-4107.00,373.00
1975:Q3,32102.00,-1468.00,22422.00,2107.00,2669.00,6372.00,32102.00,28881.00,366.00,4400.00,22413.00,1702.00,1936.00,-650.00,-191.00,934.00,1182.00,0.00,1009.00,-305.00,0.00,-43.00,0.00,1285.00,32102.00,15963.00,14167.00,-297.00,17.00,0.00,2076.00,17244.00,3486.00,9354.00,-84.00,54.00,318.00,1753.00,3976.00,3885.00,-1081.00,1876.00,255.00,411.00,13.00,0.00,-1349.00,0.00,0.00,0.00,-832.00,0.00,-4791.00,-1105.00
1975:Q4,50745.00,1389.00,25816.00,3549.00,6039.00,13952.00,50745.00,35514.00,397.00,4419.00,25814.00,4884.00,12506.00,1614.00,391.00,1825.00,1726.00,0.00,3133.00,-206.00,0.00,4023.00,0.00,2725.00,50745.00,19477.00,11993.00,5383.00,31.00,0.00,2070.00,28661.00,967.00,13080.00,291.00,49.00,262.00,2342.00,3321.00,3387.00,99.00,2966.00,121.00,-1.00,14.00,0.00,255.00,0.00,0.00,0.00,1912.00,1500.00,-1904.00,2607.00
1976:Q1,41493.00,1824.00,23529.00,2945.00,4135.00,9060.00,41493.00,35501.00,431.00,8088.00,23585.00,3397.00,3489.00,312.00,35.00,248.00,2641.00,0.00,287.00,-307.00,0.00,273.00,0.00,2503.00,41493.00,8434.00,-1723.00,5010.00,-25.00,0.00,5172.00,30242.00,910.00,12370.00,7.00,120.00,199.00,3782.00,5407.00,3061.00,-738.00,2342.00,460.00,-357.00,125.00,0.00,1513.00,0.00,0.00,0.00,509.00,100.00,432.00,2817.00
1976:Q2,38893.00,1600.00,15575.00,3443.00,9707.00,8568.00,38893.00,31173.00,444.00,6351.00,15617.00,8761.00,6160.00,979.00,178.00,527.00,2874.00,0.00,1536.00,-15.00,0.00,81.00,0.00,1560.00,38893.00,7259.00,4321.00,253.00,9.00,0.00,2676.00,29254.00,3301.00,5924.00,135.00,80.00,161.00,2224.00,4284.00,2999.00,6358.00,3631.00,-246.00,-48.00,75.00,0.00,27.00,0.00,0.00,0.00,-312.00,100.00,561.00,2380.00
1976:Q3,35005.00,-381.00,16484.00,4558.00,4286.00,10058.00,35005.00,25823.00,507.00,5641.00,16769.00,2906.00,6383.00,25.00,-37.00,1315.00,2958.00,0.00,1207.00,29.00,0.00,886.00,0.00,2799.00,35005.00,7748.00,4817.00,-986.00,94.00,0.00,3823.00,22513.00,3521.00,6898.00,218.00,173.00,140.00,3296.00,5663.00,160.00,-1369.00,2281.00,77.00,171.00,52.00,0.00,-194.00,0.00,0.00,0.00,3782.00,100.00,-2456.00,4744.00
1976:Q4,40545.00,5142.00,18310.00,3675.00,2792.00,10626.00,40545.00,26564.00,618.00,6669.00,17906.00,1371.00,11590.00,2523.00,591.00,370.00,3709.00,0.00,3754.00,-161.00,0.00,804.00,0.00,2391.00,40545.00,10400.00,793.00,4132.00,163.00,0.00,5312.00,25913.00,-1004.00,13178.00,572.00,217.00,138.00,3155.00,4558.00,287.00,345.00,991.00,347.00,610.00,-30.00,0.00,109.00,0.00,0.00,0.00,3830.00,255.00,-1645.00,4232.00
1977:Q1,36900.00,2803.00,16689.00,5448.00,4468.00,7492.00,36900.00,27439.00,753.00,7657.00,16535.00,2494.00,8580.00,188.00,34.00,877.00,4725.00,0.00,2066.00,-77.00,0.00,767.00,0.00,881.00,36900.00,9554.00,2050.00,614.00,171.00,0.00,6719.00,20313.00,2133.00,7119.00,-164.00,45.00,136.00,4308.00,6253.00,871.00,-1191.00,1500.00,-227.00,838.00,-125.00,0.00,-857.00,0.00,0.00,0.00,-7869.00,245.00,7298.00,7033.00
1977:Q2,33363.00,5454.00,516.00,5037.00,12570.00,9786.00,33363.00,17415.00,910.00,6558.00,438.00,9509.00,14073.00,1289.00,151.00,2553.00,2562.00,0.00,6217.00,36.00,0.00,1265.00,0.00,1875.00,33363.00,-1859.00,-3201.00,-5740.00,192.00,0.00,6890.00,29187.00,3238.00,2460.00,-435.00,74.00,131.00,4206.00,5206.00,3886.00,1462.00,3081.00,-141.00,1095.00,-232.00,0.00,-1042.00,0.00,0.00,0.00,1468.00,300.00,4430.00,6035.00
1977:Q3,48263.00,456.00,26106.00,5285.00,6889.00,9527.00,48263.00,38862.00,928.00,7999.00,25608.00,4327.00,7375.00,158.00,-25.00,1351.00,4432.00,0.00,529.00,-55.00,0.00,985.00,0.00,2026.00,48263.00,11658.00,3870.00,-546.00,245.00,0.00,8089.00,26627.00,4150.00,2342.00,633.00,56.00,113.00,4586.00,5371.00,1463.00,6174.00,3255.00,-54.00,1469.00,-228.00,0.00,-1190.00,0.00,0.00,0.00,-2334.00,400.00,421.00,9978.00
1977:Q4,52481.00,6287.00,20469.00,6523.00,5817.00,13385.00,52481.00,33551.00,809.00,8972.00,20426.00,3344.00,18096.00,2605.00,472.00,2175.00,4391.00,0.00,7686.00,-32.00,0.00,799.00,0.00,834.00,52481.00,11693.00,5549.00,-494.00,289.00,0.00,6349.00,25871.00,-857.00,3917.00,161.00,58.00,78.00,4280.00,3688.00,4109.00,130.00,3380.00,276.00,483.00,-116.00,0.00,-480.00,0.00,0.00,0.00,3425.00,349.00,2990.00,14917.00
1978:Q1,45535.00,1849.00,19560.00,6810.00,9722.00,7594.00,45535.00,34315.00,708.00,6681.00,19237.00,7689.00,9795.00,-1136.00,-297.00,4424.00,2709.00,0.00,2947.00,-84.00,0.00,1232.00,0.00,1425.00,45535.00,16886.00,7937.00,-1131.00,320.00,0.00,9760.00,14295.00,-1103.00,869.00,269.00,118.00,-53.00,4335.00,7625.00,979.00,-1266.00,3289.00,678.00,800.00,66.00,0.00,-230.00,0.00,0.00,0.00,-2248.00,-349.00,516.00,14354.00
1978:Q2,44469.00,5778.00,4083.00,9660.00,15297.00,9651.00,44469.00,26400.00,623.00,9253.00,3986.00,12538.00,16638.00,612.00,21.00,6658.00,3099.00,0.00,4078.00,89.00,0.00,2081.00,0.00,1431.00,44469.00,9780.00,1042.00,-770.00,269.00,0.00,9239.00,38460.00,8208.00,3540.00,583.00,113.00,-292.00,3201.00,4949.00,4753.00,1459.00,4486.00,944.00,-65.00,91.00,0.00,544.00,0.00,0.00,0.00,-676.00,-300.00,6922.00,-3771.00
1978:Q3,48792.00,-299.00,21578.00,8581.00,12803.00,6129.00,48792.00,39571.00,608.00,7921.00,21026.00,10016.00,8347.00,-1720.00,-472.00,5989.00,3144.00,0.00,203.00,25.00,0.00,1178.00,0.00,874.00,48792.00,14514.00,7524.00,-1579.00,142.00,0.00,8427.00,30733.00,4950.00,5712.00,236.00,99.00,-199.00,4578.00,6497.00,2587.00,6228.00,3455.00,474.00,-432.00,112.00,0.00,-1057.00,0.00,0.00,0.00,-1605.00,-300.00,-602.00,3545.00
1978:Q4,58078.00,10339.00,15723.00,10287.00,13434.00,8295.00,58078.00,34386.00,661.00,7616.00,15360.00,10749.00,22412.00,2648.00,496.00,5998.00,4652.00,0.00,5692.00,-118.00,0.00,3044.00,0.00,1280.00,58078.00,18283.00,8785.00,2458.00,41.00,0.00,6999.00,24477.00,-3603.00,3474.00,349.00,99.00,-287.00,4393.00,2081.00,2015.00,606.00,5004.00,1095.00,-85.00,51.00,0.00,135.00,0.00,0.00,0.00,819.00,-335.00,8666.00,15318.00
1979:Q1,42869.00,8278.00,8981.00,10360.00,9251.00,5999.00,42869.00,24138.00,698.00,8859.00,8353.00,6228.00,17626.00,412.00,60.00,6088.00,4900.00,0.00,5673.00,7.00,0.00,486.00,0.00,1105.00,42869.00,19982.00,11727.00,-302.00,8.00,0.00,8549.00,28446.00,-650.00,5251.00,52.00,-184.00,-124.00,3813.00,6825.00,3240.00,-1708.00,1962.00,4761.00,671.00,87.00,0.00,-566.00,0.00,0.00,0.00,283.00,435.00,4298.00,-5559.00
1979:Q2,36370.00,12666.00,-2528.00,9637.00,10559.00,6036.00,36370.00,15775.00,720.00,10506.00,-2975.00,7524.00,19923.00,2403.00,560.00,5205.00,4879.00,0.00,4341.00,114.00,0.00,2421.00,0.00,672.00,36370.00,15009.00,9109.00,2679.00,-33.00,0.00,3254.00,32937.00,-2531.00,461.00,98.00,-147.00,-130.00,2053.00,4730.00,6192.00,1495.00,4382.00,4606.00,1015.00,-26.00,0.00,962.00,0.00,0.00,0.00,6149.00,500.00,3128.00,-11576.00
1979:Q3,56299.00,9101.00,20040.00,11144.00,11071.00,4943.00,56299.00,38165.00,736.00,9774.00,19964.00,7691.00,15676.00,4142.00,890.00,4417.00,6803.00,0.00,-1734.00,-201.00,0.00,1359.00,0.00,2458.00,56299.00,4534.00,6334.00,-6183.00,-135.00,0.00,4518.00,43401.00,8627.00,6997.00,1014.00,122.00,-190.00,3827.00,4708.00,6737.00,7561.00,972.00,3275.00,391.00,-34.00,0.00,-846.00,0.00,0.00,0.00,-3871.00,500.00,3611.00,8364.00
1979:Q4,57098.00,7484.00,18699.00,14883.00,8425.00,7607.00,57098.00,31464.00,746.00,7175.00,18567.00,4976.00,24495.00,1738.00,310.00,8546.00,6469.00,0.00,7423.00,182.00,0.00,-173.00,0.00,1139.00,57098.00,40330.00,34522.00,1156.00,-219.00,0.00,4871.00,21000.00,1687.00,7288.00,180.00,117.00,-626.00,3482.00,-150.00,5463.00,652.00,2230.00,7159.00,-40.00,-16.00,0.00,804.00,0.00,0.00,0.00,-6179.00,222.00,-1273.00,-4232.00
1980:Q1,54982.00,11128.00,15507.00,13885.00,6682.00,7780.00,54982.00,35064.00,739.00,15058.00,15443.00,3824.00,19149.00,2673.00,700.00,8773.00,5176.00,0.00,-436.00,-97.00,0.00,2360.00,0.00,769.00,54982.00,8682.00,4853.00,4808.00,-170.00,0.00,-809.00,44778.00,-562.00,4997.00,11.00,86.00,-559.00,2572.00,4606.00,7081.00,-2098.00,5442.00,12573.00,950.00,4.00,0.00,731.00,0.00,0.00,0.00,4163.00,78.00,4703.00,1522.00
1980:Q2,50364.00,8649.00,7808.00,8454.00,9945.00,15508.00,50364.00,34016.00,717.00,19329.00,7619.00,6351.00,15125.00,3483.00,653.00,4581.00,4062.00,0.00,1325.00,-1.00,0.00,422.00,600.00,1223.00,50364.00,-9070.00,-3709.00,-4606.00,-126.00,0.00,-629.00,53901.00,8988.00,14854.00,-194.00,172.00,916.00,1479.00,1961.00,8344.00,1197.00,7475.00,11604.00,234.00,24.00,0.00,775.00,0.00,0.00,0.00,4054.00,0.00,-7982.00,5533.00
1980:Q3,61509.00,-2479.00,37438.00,7431.00,10051.00,9068.00,61509.00,50576.00,764.00,5918.00,37326.00,6568.00,10551.00,226.00,791.00,1868.00,5675.00,0.00,663.00,-129.00,0.00,738.00,719.00,382.00,61509.00,12293.00,5165.00,2448.00,-16.00,0.00,4696.00,42328.00,-4733.00,19178.00,1044.00,151.00,603.00,2675.00,5496.00,7538.00,9566.00,3769.00,-1362.00,1835.00,16.00,0.00,-204.00,0.00,0.00,0.00,-1474.00,100.00,-1870.00,6888.00
1980:Q4,54111.00,1997.00,26119.00,13322.00,8580.00,4093.00,54111.00,33604.00,880.00,2182.00,25991.00,4551.00,19277.00,369.00,-245.00,9182.00,4268.00,0.00,3383.00,31.00,0.00,3184.00,-895.00,1230.00,54111.00,16995.00,9306.00,2430.00,71.00,0.00,5188.00,26076.00,-162.00,18950.00,658.00,22.00,24.00,2798.00,1846.00,7211.00,259.00,2643.00,-5913.00,126.00,-19.00,0.00,-598.00,0.00,0.00,0.00,-4135.00,4.00,2362.00,11040.00
1981:Q1,65870.00,12784.00,31445.00,6704.00,8786.00,6151.00,65870.00,50026.00,934.00,12882.00,31391.00,4819.00,14001.00,3291.00,642.00,3457.00,3301.00,0.00,1252.00,72.00,0.00,421.00,1565.00,1843.00,65870.00,-2206.00,-1668.00,-5740.00,164.00,0.00,5038.00,56258.00,-1650.00,5641.00,196.00,-100.00,157.00,2699.00,7341.00,5808.00,-2744.00,3193.00,27996.00,1123.00,172.00,0.00,-1931.00,0.00,0.00,0.00,12511.00,-204.00,-3950.00,11818.00
1981:Q2,50675.00,17959.00,-952.00,13447.00,9993.00,10228.00,50675.00,22496.00,929.00,17583.00,-1111.00,5095.00,25759.00,888.00,957.00,10015.00,3591.00,0.00,5935.00,-38.00,0.00,4132.00,279.00,2420.00,50675.00,14311.00,2501.00,3842.00,172.00,0.00,7796.00,35140.00,2323.00,3346.00,676.00,-217.00,-71.00,1555.00,5350.00,6430.00,1214.00,6782.00,5639.00,1658.00,-118.00,0.00,1947.00,0.00,0.00,0.00,-2315.00,-57.00,998.00,1224.00
1981:Q3,84043.00,18007.00,29369.00,16778.00,13628.00,6261.00,84043.00,53669.00,1097.00,13869.00,29307.00,9396.00,28869.00,1526.00,385.00,13321.00,3519.00,0.00,2455.00,51.00,0.00,4710.00,2902.00,1505.00,84043.00,27278.00,15896.00,3969.00,191.00,0.00,7222.00,58072.00,4280.00,4299.00,139.00,-249.00,-421.00,2457.00,5654.00,5839.00,11242.00,3687.00,20763.00,1740.00,-112.00,0.00,78.00,0.00,0.00,0.00,-2707.00,57.00,1326.00,-1307.00
1981:Q4,72899.00,2500.00,36062.00,8262.00,11806.00,14269.00,72899.00,53062.00,1440.00,8554.00,35996.00,7072.00,16244.00,2203.00,1232.00,3712.00,4616.00,0.00,3414.00,-11.00,0.00,1534.00,-456.00,3593.00,72899.00,16224.00,4816.00,6769.00,207.00,0.00,4432.00,49328.00,3872.00,9132.00,887.00,-200.00,679.00,1466.00,2345.00,8824.00,284.00,6503.00,11043.00,173.00,-54.00,0.00,595.00,0.00,0.00,0.00,6906.00,160.00,-3287.00,7347.00
1982:Q1,72568.00,7390.00,30133.00,9827.00,13210.00,12008.00,72568.00,57769.00,1760.00,18664.00,29535.00,7810.00,13422.00,1091.00,558.00,1783.00,8642.00,0.00,-1722.00,-36.00,0.00,1991.00,1115.00,1377.00,72568.00,14046.00,15388.00,-6631.00,-218.00,0.00,5507.00,55582.00,-3858.00,16746.00,-401.00,-80.00,513.00,1494.00,9461.00,13746.00,-2866.00,5986.00,9337.00,323.00,289.00,0.00,-392.00,0.00,0.00,0.00,532.00,-960.00,5712.00,2940.00
1982:Q2,70453.00,16759.00,11131.00,18097.00,17367.00,7099.00,70453.00,35482.00,2054.00,10329.00,11110.00,11989.00,32895.00,2216.00,933.00,8795.00,9323.00,0.00,5747.00,-36.00,0.00,3787.00,2130.00,2076.00,70453.00,17557.00,15406.00,-5019.00,-135.00,0.00,7305.00,46791.00,3002.00,3122.00,-269.00,-23.00,347.00,1545.00,7003.00,10705.00,2032.00,6139.00,6012.00,984.00,67.00,0.00,493.00,0.00,0.00,0.00,-2619.00,-996.00,9247.00,6105.00
1982:Q3,112638.00,-8731.00,69581.00,19331.00,17123.00,15334.00,112638.00,92627.00,2272.00,10267.00,69539.00,10549.00,16922.00,1016.00,-695.00,6093.00,13280.00,0.00,-3097.00,-36.00,0.00,-1936.00,2297.00,3089.00,112638.00,36248.00,31139.00,2073.00,69.00,0.00,2967.00,68026.00,3533.00,14395.00,-22.00,4.00,-533.00,1829.00,7837.00,8779.00,12171.00,5709.00,17619.00,-526.00,78.00,0.00,3756.00,0.00,0.00,0.00,-1104.00,396.00,-5895.00,8364.00
1982:Q4,104436.00,-9751.00,63398.00,16467.00,16696.00,17626.00,104436.00,76549.00,2414.00,424.00,63306.00,10405.00,25949.00,6219.00,754.00,-1729.00,18288.00,0.00,1336.00,-36.00,0.00,3279.00,-2162.00,1938.00,104436.00,10193.00,-4354.00,10800.00,230.00,0.00,3517.00,85545.00,5004.00,42781.00,828.00,-1.00,864.00,2452.00,10679.00,9650.00,729.00,2636.00,-2904.00,153.00,38.00,0.00,-2692.00,0.00,0.00,0.00,18429.00,400.00,-3501.00,8698.00
1983:Q1,89109.00,-532.00,52889.00,14854.00,12861.00,9037.00,89109.00,75556.00,2709.00,12224.00,52925.00,7698.00,11233.00,-4587.00,-923.00,-3180.00,17998.00,0.00,1436.00,-14.00,46.00,1352.00,-895.00,2320.00,89109.00,26722.00,14090.00,5286.00,743.00,0.00,6603.00,54671.00,1022.00,38422.00,270.00,10.00,132.00,1991.00,11970.00,8827.00,-2871.00,3147.00,-3617.00,2738.00,-288.00,0.00,-79.00,0.00,0.00,0.00,-17028.00,50.00,9975.00,7716.00
1983:Q2,109977.00,7347.00,49217.00,16977.00,22400.00,14036.00,109977.00,80359.00,3154.00,11668.00,49174.00,16363.00,26796.00,2132.00,-60.00,476.00,16544.00,220.00,4174.00,-14.00,28.00,2303.00,993.00,2822.00,109977.00,45698.00,30292.00,6306.00,724.00,0.00,8376.00,57710.00,3835.00,34267.00,1130.00,30.00,3464.00,711.00,9794.00,7025.00,2361.00,4464.00,-11472.00,3615.00,18.00,0.00,-258.00,0.00,0.00,0.00,-127.00,23.00,-1170.00,6569.00
1983:Q3,116283.00,8725.00,59506.00,19364.00,16394.00,12294.00,116283.00,82195.00,3072.00,8392.00,59482.00,11249.00,32706.00,1837.00,2121.00,911.00,18477.00,2009.00,2633.00,-14.00,48.00,4874.00,-190.00,1382.00,116283.00,42238.00,43801.00,-4621.00,675.00,0.00,2383.00,72815.00,5507.00,20781.00,-131.00,36.00,1312.00,1829.00,10155.00,14603.00,12765.00,-1713.00,-2481.00,1293.00,42.00,0.00,870.00,1789.00,0.00,0.00,6000.00,827.00,-669.00,1230.00
1983:Q4,92619.00,11395.00,38260.00,16460.00,15402.00,11102.00,92619.00,53923.00,2465.00,2291.00,38251.00,10916.00,35653.00,3517.00,1099.00,3200.00,13269.00,1426.00,4804.00,-14.00,255.00,4812.00,3285.00,3043.00,92619.00,24087.00,3058.00,13357.00,637.00,0.00,7035.00,61260.00,4295.00,20321.00,356.00,24.00,-1763.00,2689.00,8531.00,9363.00,2287.00,1353.00,-286.00,2645.00,7.00,0.00,-1422.00,1206.00,0.00,0.00,507.00,892.00,10255.00,7272.00
1984:Q1,101776.00,14867.00,46932.00,16629.00,14986.00,8362.00,101776.00,75846.00,2368.00,15965.00,46895.00,10618.00,23625.00,-2812.00,706.00,5543.00,11123.00,1975.00,7174.00,572.00,-249.00,-1086.00,679.00,2305.00,101776.00,36034.00,16700.00,12066.00,116.00,0.00,7152.00,60227.00,169.00,22973.00,-1125.00,17.00,577.00,2595.00,13218.00,5747.00,-2147.00,6559.00,12619.00,4357.00,-23.00,0.00,411.00,1755.00,0.00,690.00,-6046.00,-392.00,-1727.00,5515.00
1984:Q2,118974.00,27904.00,34573.00,16814.00,20681.00,19002.00,118974.00,74629.00,2281.00,21606.00,34561.00,16181.00,37195.00,7630.00,2152.00,9045.00,7781.00,1970.00,3530.00,581.00,209.00,10247.00,-5950.00,7150.00,118974.00,58290.00,52760.00,-2008.00,16.00,0.00,7522.00,51715.00,1988.00,832.00,526.00,4.00,997.00,3833.00,11292.00,-5895.00,3907.00,10623.00,2151.00,4616.00,7.00,0.00,847.00,1750.00,8.00,689.00,-4798.00,-226.00,18564.00,8969.00
1984:Q3,141255.00,4073.00,66775.00,24643.00,20976.00,24788.00,141255.00,108425.00,2563.00,23045.00,66768.00,16049.00,36229.00,-5645.00,3330.00,12456.00,12194.00,1970.00,2621.00,583.00,178.00,1394.00,7148.00,-3399.00,141255.00,36662.00,35286.00,-5537.00,-235.00,0.00,7148.00,95161.00,2151.00,15329.00,837.00,15.00,230.00,4132.00,12691.00,17855.00,13417.00,7817.00,6100.00,2955.00,-318.00,0.00,3638.00,1750.00,397.00,687.00,12583.00,726.00,-7831.00,9432.00
1984:Q4,144400.00,5079.00,67564.00,16824.00,18854.00,36079.00,144400.00,102167.00,2959.00,29719.00,67553.00,1936.00,38295.00,2749.00,1081.00,3386.00,13449.00,2769.00,8883.00,635.00,556.00,5501.00,-714.00,3938.00,144400.00,9779.00,988.00,4703.00,-439.00,0.00,4527.00,112688.00,4101.00,11269.00,-84.00,47.00,-1388.00,3504.00,12958.00,20907.00,3298.00,8743.00,24489.00,2497.00,-143.00,0.00,-3395.00,549.00,-567.00,506.00,26844.00,745.00,-2192.00,21933.00
1985:Q1,136233.00,12152.00,51151.00,18954.00,25310.00,28666.00,136233.00,99429.00,2464.00,24682.00,51137.00,21146.00,35293.00,-1471.00,-416.00,3922.00,15046.00,4589.00,6887.00,259.00,-689.00,4112.00,3054.00,1511.00,136233.00,73986.00,64165.00,-11194.00,-13.00,0.00,21028.00,56312.00,1743.00,5614.00,826.00,86.00,1580.00,4378.00,15543.00,-1016.00,8601.00,-678.00,10457.00,12838.00,271.00,0.00,2088.00,3828.00,254.00,8.00,-27474.00,555.00,16810.00,5935.00
1985:Q2,155556.00,9067.00,49853.00,25852.00,29988.00,40796.00,155556.00,107881.00,2378.00,32549.00,49844.00,23110.00,44404.00,-2241.00,654.00,8804.00,17057.00,3805.00,12427.00,264.00,166.00,3188.00,280.00,3271.00,155556.00,59787.00,21217.00,19871.00,20.00,0.00,18679.00,77540.00,8058.00,-5050.00,138.00,118.00,1082.00,5939.00,14411.00,6874.00,3976.00,5560.00,13436.00,13497.00,128.00,0.00,2041.00,1684.00,1089.00,11.00,7509.00,628.00,-3589.00,18229.00
1985:Q3,165147.00,16547.00,60729.00,25832.00,31691.00,30348.00,165147.00,111637.00,1837.00,24623.00,60723.00,24454.00,51334.00,1027.00,-147.00,3596.00,22242.00,3561.00,11698.00,273.00,74.00,3731.00,5279.00,2176.00,165147.00,28694.00,30376.00,-11803.00,100.00,0.00,10021.00,120391.00,516.00,19476.00,1858.00,134.00,947.00,9479.00,16530.00,1654.00,13902.00,8518.00,-5329.00,15989.00,486.00,0.00,4058.00,2751.00,2481.00,12.00,5299.00,1572.00,20058.00,16062.00
1985:Q4,312562.00,15059.00,103920.00,28797.00,121167.00,43619.00,312562.00,252609.00,23484.00,38520.00,103922.00,86683.00,56915.00,905.00,1404.00,4263.00,24532.00,3880.00,13297.00,216.00,720.00,5599.00,2099.00,3038.00,312562.00,128497.00,40998.00,10284.00,166.00,0.00,77049.00,164225.00,8096.00,39682.00,1389.00,133.00,79.00,9375.00,15065.00,11290.00,13389.00,5742.00,-4468.00,30218.00,513.00,0.00,-4262.00,724.00,-95.00,160.00,18739.00,1610.00,16846.00,19840.00
1986:Q1,121127.00,1272.00,35170.00,25427.00,-4106.00,63364.00,121127.00,64275.00,-2636.00,30265.00,35116.00,1530.00,46862.00,-1808.00,-107.00,-1242.00,26723.00,8526.00,14430.00,216.00,-352.00,-3795.00,4271.00,9990.00,121127.00,-11005.00,-3601.00,-11287.00,671.00,0.00,3212.00,111063.00,-1218.00,1220.00,-274.00,152.00,555.00,9775.00,17941.00,14273.00,-2428.00,6042.00,22287.00,26642.00,472.00,0.00,2920.00,6866.00,1468.00,1242.00,14471.00,-910.00,-10433.00,21069.00
